	cmd	descr	duration	enclaved	operation	program	size	time
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158853	True	1346269, 2178309	gcd	7.0	2021-08-21 13:01:38.897255
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183908	True	14930352, 24157817	gcd	8.0	2021-08-21 13:01:40.565238
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203268	True	102334155, 165580141	gcd	9.0	2021-08-21 13:01:42.485257
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253466	True	12586269025, 20365011074	gcd	11.0	2021-08-21 13:01:44.597271
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 13:01:47.218407
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 13:01:47.220885
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 13:01:47.223252
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000149	False	1597, 2584	gcd	4.0	2021-08-21 13:01:47.226075
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000219	False	10946, 17711	gcd	5.0	2021-08-21 13:01:47.229714
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000283	False	121393, 196418	gcd	6.0	2021-08-21 13:01:47.234192
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000396	False	1346269, 2178309	gcd	7.0	2021-08-21 13:01:47.239544
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000543	False	14930352, 24157817	gcd	8.0	2021-08-21 13:01:47.246062
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000452	False	102334155, 165580141	gcd	9.0	2021-08-21 13:01:47.254615
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000592	False	12586269025, 20365011074	gcd	11.0	2021-08-21 13:01:47.261125
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019862	True	2, 3	gcd	1.0	2021-08-21 13:01:47.274949
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039633	True	13, 21	gcd	2.0	2021-08-21 13:01:47.557261
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064492	True	144, 233	gcd	3.0	2021-08-21 13:01:48.033283
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.08947	True	1597, 2584	gcd	4.0	2021-08-21 13:01:48.757241
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109149	True	10946, 17711	gcd	5.0	2021-08-21 13:01:49.733286
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134887	True	121393, 196418	gcd	6.0	2021-08-21 13:01:50.905242
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158795	True	1346269, 2178309	gcd	7.0	2021-08-21 13:01:52.333256
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184123	True	14930352, 24157817	gcd	8.0	2021-08-21 13:01:54.001281
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203409	True	102334155, 165580141	gcd	9.0	2021-08-21 13:01:55.921246
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253466	True	12586269025, 20365011074	gcd	11.0	2021-08-21 13:01:58.037224
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 13:02:00.658531
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 13:02:00.660991
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 13:02:00.663375
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000149	False	1597, 2584	gcd	4.0	2021-08-21 13:02:00.666180
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000193	False	10946, 17711	gcd	5.0	2021-08-21 13:02:00.669802
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000271	False	121393, 196418	gcd	6.0	2021-08-21 13:02:00.673949
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000387	False	1346269, 2178309	gcd	7.0	2021-08-21 13:02:00.678892
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000525	False	14930352, 24157817	gcd	8.0	2021-08-21 13:02:00.685323
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000441	False	102334155, 165580141	gcd	9.0	2021-08-21 13:02:00.693563
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000595	False	12586269025, 20365011074	gcd	11.0	2021-08-21 13:02:00.699998
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.020013	True	2, 3	gcd	1.0	2021-08-21 13:02:00.713593
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.03962	True	13, 21	gcd	2.0	2021-08-21 13:02:00.997291
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064686	True	144, 233	gcd	3.0	2021-08-21 13:02:01.473220
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089241	True	1597, 2584	gcd	4.0	2021-08-21 13:02:02.201305
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109321	True	10946, 17711	gcd	5.0	2021-08-21 13:02:03.173238
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134048	True	121393, 196418	gcd	6.0	2021-08-21 13:02:04.345262
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159265	True	1346269, 2178309	gcd	7.0	2021-08-21 13:02:05.765248
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183697	True	14930352, 24157817	gcd	8.0	2021-08-21 13:02:07.437255
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203298	True	102334155, 165580141	gcd	9.0	2021-08-21 13:02:09.353279
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.25286	True	12586269025, 20365011074	gcd	11.0	2021-08-21 13:02:11.465228
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 13:02:14.078415
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 13:02:14.080886
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 13:02:14.083254
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 13:02:14.086074
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 13:02:14.089388
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000222	False	121393, 196418	gcd	6.0	2021-08-21 13:02:14.093095
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000275	False	1346269, 2178309	gcd	7.0	2021-08-21 13:02:14.097277
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000436	False	14930352, 24157817	gcd	8.0	2021-08-21 13:02:14.102039
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000519	False	102334155, 165580141	gcd	9.0	2021-08-21 13:02:14.108705
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000594	False	12586269025, 20365011074	gcd	11.0	2021-08-21 13:02:14.116310
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019906	True	2, 3	gcd	1.0	2021-08-21 13:02:14.130142
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039874	True	13, 21	gcd	2.0	2021-08-21 13:02:14.413222
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064308	True	144, 233	gcd	3.0	2021-08-21 13:02:14.893293
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089582	True	1597, 2584	gcd	4.0	2021-08-21 13:02:15.617182
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.10947	True	10946, 17711	gcd	5.0	2021-08-21 13:02:16.593270
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.133654	True	121393, 196418	gcd	6.0	2021-08-21 13:02:17.769215
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159057	True	1346269, 2178309	gcd	7.0	2021-08-21 13:02:19.185259
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183918	True	14930352, 24157817	gcd	8.0	2021-08-21 13:02:20.857246
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.205714	True	102334155, 165580141	gcd	9.0	2021-08-21 13:02:22.777289
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253433	True	12586269025, 20365011074	gcd	11.0	2021-08-21 13:02:24.913221
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 13:02:27.534466
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 13:02:27.536947
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 13:02:27.539314
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 13:02:27.542127
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000188	False	10946, 17711	gcd	5.0	2021-08-21 13:02:27.545429
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000263	False	121393, 196418	gcd	6.0	2021-08-21 13:02:27.549347
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000378	False	1346269, 2178309	gcd	7.0	2021-08-21 13:02:27.554245
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000487	False	14930352, 24157817	gcd	8.0	2021-08-21 13:02:27.560568
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000425	False	102334155, 165580141	gcd	9.0	2021-08-21 13:02:27.568213
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000593	False	12586269025, 20365011074	gcd	11.0	2021-08-21 13:02:27.574490
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019942	True	2, 3	gcd	1.0	2021-08-21 13:02:27.588291
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039754	True	13, 21	gcd	2.0	2021-08-21 13:02:27.869267
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064517	True	144, 233	gcd	3.0	2021-08-21 13:02:28.345245
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089506	True	1597, 2584	gcd	4.0	2021-08-21 13:02:29.069243
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109333	True	10946, 17711	gcd	5.0	2021-08-21 13:02:30.045288
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134307	True	121393, 196418	gcd	6.0	2021-08-21 13:02:31.217244
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158652	True	1346269, 2178309	gcd	7.0	2021-08-21 13:02:32.641295
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183933	True	14930352, 24157817	gcd	8.0	2021-08-21 13:02:34.309241
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203112	True	102334155, 165580141	gcd	9.0	2021-08-21 13:02:36.229265
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253538	True	12586269025, 20365011074	gcd	11.0	2021-08-21 13:02:38.341249
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 13:02:40.962516
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 13:02:40.964981
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 13:02:40.967364
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000149	False	1597, 2584	gcd	4.0	2021-08-21 13:02:40.970182
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000193	False	10946, 17711	gcd	5.0	2021-08-21 13:02:40.973806
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000272	False	121393, 196418	gcd	6.0	2021-08-21 13:02:40.977965
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000381	False	1346269, 2178309	gcd	7.0	2021-08-21 13:02:40.982917
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000414	False	14930352, 24157817	gcd	8.0	2021-08-21 13:02:40.989163
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.00047	False	102334155, 165580141	gcd	9.0	2021-08-21 13:02:40.995311
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000671	False	12586269025, 20365011074	gcd	11.0	2021-08-21 13:02:41.002202
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019844	True	2, 3	gcd	1.0	2021-08-21 13:02:41.017809
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039723	True	13, 21	gcd	2.0	2021-08-21 13:02:41.305240
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064398	True	144, 233	gcd	3.0	2021-08-21 13:02:41.781290
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089222	True	1597, 2584	gcd	4.0	2021-08-21 13:02:42.505239
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109212	True	10946, 17711	gcd	5.0	2021-08-21 13:02:43.477224
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.133751	True	121393, 196418	gcd	6.0	2021-08-21 13:02:44.649249
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158674	True	1346269, 2178309	gcd	7.0	2021-08-21 13:02:46.065245
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183393	True	14930352, 24157817	gcd	8.0	2021-08-21 13:02:47.733295
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203237	True	102334155, 165580141	gcd	9.0	2021-08-21 13:02:49.649200
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253414	True	12586269025, 20365011074	gcd	11.0	2021-08-21 13:02:51.761238
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 13:02:54.382484
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 13:02:54.384946
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 13:02:54.387336
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000149	False	1597, 2584	gcd	4.0	2021-08-21 13:02:54.390166
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000218	False	10946, 17711	gcd	5.0	2021-08-21 13:02:54.393820
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000324	False	121393, 196418	gcd	6.0	2021-08-21 13:02:54.398287
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000465	False	1346269, 2178309	gcd	7.0	2021-08-21 13:02:54.404087
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000562	False	14930352, 24157817	gcd	8.0	2021-08-21 13:02:54.411864
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000421	False	102334155, 165580141	gcd	9.0	2021-08-21 13:02:54.420727
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.00065	False	12586269025, 20365011074	gcd	11.0	2021-08-21 13:02:54.426959
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019876	True	2, 3	gcd	1.0	2021-08-21 13:02:54.442130
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039733	True	13, 21	gcd	2.0	2021-08-21 13:02:54.725249
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.06473	True	144, 233	gcd	3.0	2021-08-21 13:02:55.201241
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089191	True	1597, 2584	gcd	4.0	2021-08-21 13:02:55.929263
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109017	True	10946, 17711	gcd	5.0	2021-08-21 13:02:56.901230
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134065	True	121393, 196418	gcd	6.0	2021-08-21 13:02:58.073237
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158828	True	1346269, 2178309	gcd	7.0	2021-08-21 13:02:59.493275
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183913	True	14930352, 24157817	gcd	8.0	2021-08-21 13:03:01.161241
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.20312	True	102334155, 165580141	gcd	9.0	2021-08-21 13:03:03.081298
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253675	True	12586269025, 20365011074	gcd	11.0	2021-08-21 13:03:05.193230
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 13:03:07.814484
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 13:03:07.816973
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 13:03:07.819355
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 13:03:07.822158
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000188	False	10946, 17711	gcd	5.0	2021-08-21 13:03:07.825468
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000248	False	121393, 196418	gcd	6.0	2021-08-21 13:03:07.829381
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000305	False	1346269, 2178309	gcd	7.0	2021-08-21 13:03:07.834063
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000416	False	14930352, 24157817	gcd	8.0	2021-08-21 13:03:07.839341
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000451	False	102334155, 165580141	gcd	9.0	2021-08-21 13:03:07.845695
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000627	False	12586269025, 20365011074	gcd	11.0	2021-08-21 13:03:07.852393
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019893	True	2, 3	gcd	1.0	2021-08-21 13:03:07.867312
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039866	True	13, 21	gcd	2.0	2021-08-21 13:03:08.153235
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064701	True	144, 233	gcd	3.0	2021-08-21 13:03:08.633314
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089473	True	1597, 2584	gcd	4.0	2021-08-21 13:03:09.361255
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109208	True	10946, 17711	gcd	5.0	2021-08-21 13:03:10.337274
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134077	True	121393, 196418	gcd	6.0	2021-08-21 13:03:11.509237
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158642	True	1346269, 2178309	gcd	7.0	2021-08-21 13:03:12.929258
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183579	True	14930352, 24157817	gcd	8.0	2021-08-21 13:03:14.597269
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203178	True	102334155, 165580141	gcd	9.0	2021-08-21 13:03:16.513292
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253218	True	12586269025, 20365011074	gcd	11.0	2021-08-21 13:03:18.625248
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 13:03:21.242514
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 13:03:21.245003
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 13:03:21.247375
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 13:03:21.250171
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 13:03:21.253477
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000222	False	121393, 196418	gcd	6.0	2021-08-21 13:03:21.257225
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000278	False	1346269, 2178309	gcd	7.0	2021-08-21 13:03:21.261615
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.00044	False	14930352, 24157817	gcd	8.0	2021-08-21 13:03:21.266422
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000499	False	102334155, 165580141	gcd	9.0	2021-08-21 13:03:21.273078
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000629	False	12586269025, 20365011074	gcd	11.0	2021-08-21 13:03:21.280506
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019927	True	2, 3	gcd	1.0	2021-08-21 13:03:21.295699
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039836	True	13, 21	gcd	2.0	2021-08-21 13:03:21.577268
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064639	True	144, 233	gcd	3.0	2021-08-21 13:03:22.057281
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.08947	True	1597, 2584	gcd	4.0	2021-08-21 13:03:22.785240
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109194	True	10946, 17711	gcd	5.0	2021-08-21 13:03:23.761207
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134447	True	121393, 196418	gcd	6.0	2021-08-21 13:03:24.933273
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159275	True	1346269, 2178309	gcd	7.0	2021-08-21 13:03:26.357276
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.18416	True	14930352, 24157817	gcd	8.0	2021-08-21 13:03:28.029251
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203233	True	102334155, 165580141	gcd	9.0	2021-08-21 13:03:29.949277
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253903	True	12586269025, 20365011074	gcd	11.0	2021-08-21 13:03:32.061236
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 13:03:34.686523
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 13:03:34.688993
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 13:03:34.691357
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 13:03:34.694163
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000189	False	10946, 17711	gcd	5.0	2021-08-21 13:03:34.697483
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000265	False	121393, 196418	gcd	6.0	2021-08-21 13:03:34.701428
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000379	False	1346269, 2178309	gcd	7.0	2021-08-21 13:03:34.706335
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000516	False	14930352, 24157817	gcd	8.0	2021-08-21 13:03:34.712686
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.00043	False	102334155, 165580141	gcd	9.0	2021-08-21 13:03:34.720712
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000593	False	12586269025, 20365011074	gcd	11.0	2021-08-21 13:03:34.727034
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019889	True	2, 3	gcd	1.0	2021-08-21 13:03:34.740816
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.040262	True	13, 21	gcd	2.0	2021-08-21 13:03:35.021250
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064527	True	144, 233	gcd	3.0	2021-08-21 13:03:35.505287
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.0896	True	1597, 2584	gcd	4.0	2021-08-21 13:03:36.229250
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109257	True	10946, 17711	gcd	5.0	2021-08-21 13:03:37.205288
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.133727	True	121393, 196418	gcd	6.0	2021-08-21 13:03:38.377285
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158818	True	1346269, 2178309	gcd	7.0	2021-08-21 13:03:39.793292
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184569	True	14930352, 24157817	gcd	8.0	2021-08-21 13:03:41.461225
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203285	True	102334155, 165580141	gcd	9.0	2021-08-21 13:03:43.385291
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253315	True	12586269025, 20365011074	gcd	11.0	2021-08-21 13:03:45.497265
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 13:03:48.114480
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 13:03:48.116972
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 13:03:48.119342
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 13:03:48.122140
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 13:03:48.125442
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.00023	False	121393, 196418	gcd	6.0	2021-08-21 13:03:48.129192
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000317	False	1346269, 2178309	gcd	7.0	2021-08-21 13:03:48.133500
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.00047	False	14930352, 24157817	gcd	8.0	2021-08-21 13:03:48.138917
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000455	False	102334155, 165580141	gcd	9.0	2021-08-21 13:03:48.146045
